"dljg","zjlsh","bsh","jym","jdbz","fse","ye","lxjs","jyrq","mxbs","czzy","czy","fhy","sqr"
"31005","320224386","100224386","4103","1","4000","402.31","1006.0","43307","59","取","6132","5386","2101"
"31005","320224387","100224387","4102","2","600","4402.31","1005.0","43282","58","存","5699","4517","5757"
"31005","320224388","100224388","4102","2","2000","3802.31","1001.0","42811","57","存","6323","4867","3653"
"31005","320224389","100224389","4103","1","200","1802.31","1006.0","42241","56","取","8635","5843","5927"
"31005","320224390","100224390","4102","2","1000","2002.31","1006.0","43467","55","存","4903","2582","7905"
"31005","320224391","100224391","4102","2","1000","1002.31","1002.0","42439","54","存","4936","7509","7875"
"31005","320224392","100224392","4103","1","700","2.31","1006.0","42833","53","取","6876","4444","1392"
"31005","320224393","100224393","4103","1","500","702.31","1005.0","42228","52","取","5365","4545","5187"
"31005","320224394","100224394","4102","2","1200","1202.31","1006.0","43030","51","存","4011","3086","9687"
"31005","320224395","100224395","4103","1","2700","2.31","1005.0","42840","50","取","7181","8139","6971"
"31005","320224396","100224396","4103","1","1000","2702.31","1006.0","43286","49","取","6455","2638","4828"
"31005","320224397","100224397","4103","1","800","3702.31","1005.0","43294","48","取","7423","6646","1177"
"31005","320224398","100224398","4102","2","1500","4502.31","1006.0","43292","47","存","2150","9327","9208"
"31005","320224399","100224399","4102","2","500","3002.31","1006.0","42015","46","存","8145","7624","7351"
"31005","320224400","100224400","4102","2","2500","2502.31","1005.0","43471","45","存","1075","4979","4546"
"31005","320224401","100224401","4103","1","5000","2.31","1005.0","42637","44","取","2666","9134","7400"
"31005","320224402","100224402","4102","2","1300","5002.31","1005.0","42673","43","存","1816","5669","1511"
"31005","320224403","100224403","4102","2","3400","3702.31","1006.0","42231","42","存","5655","1863","3514"
"31005","320224404","100224404","4103","1","6000","302.31","1005.0","42849","41","取","1661","3112","2101"
"31005","320224405","100224405","4103","1","800","6302.31","1005.0","42233","40","取","8647","8189","8647"
"31005","320224406","100224406","4102","2","180550.8","7102.31","1006.0","43306","39","存","5124","6763","5124"
"31005","320224407","100224407","4102","2","3000","5302.31","1001.0","42838","38","存","7385","4593","8185"
"31005","320224408","100224408","4102","2","2300","2302.31","1006.0","42235","37","存","6647","6617","2967"
"31005","320224409","100224409","4103","1","300","2.31","1005.0","42234","36","取","3630","7619","3611"
"31005","320224410","100224410","4103","1","200","302.31","1006.0","43674","35","取","7331","8161","4211"
"31005","320224411","100224411","4103","1","118600","502.31","1005.0","42831","34","取","8724","5750","8724"
"31005","320224412","100224412","4103","1","240","1602.31","1005.0","42416","33","取","2228","4544","3576"
"31005","320224413","100224413","4103","1","200","1842.31","1001.0","42012","32","取","6811","6381","2955"
"31005","320224414","100224414","4102","2","2000","2042.31","1005.0","42218","31","存","1059","5294","3977"
"31005","320224415","100224415","4103","1","8.96","42.31","0.0","42005","30","税","5673","3006","7635"
"31005","320224416","100224416","4102","2","44.8","51.27","0.0","43018","29","息","6088","2315","9620"
"31005","320224417","100224417","4103","1","2100","6.47","1005.0","42418","28","取","2740","8116","1800"
"31005","320224418","100224418","4102","2","700","2106.47","1006.0","42641","27","存","7500","9412","7500"
"31005","320224419","100224419","4102","2","1400","1406.47","1005.0","43047","26","存","6749","9825","1983"
"31005","320224420","100224420","4103","1","1000","6.47","1006.0","43049","25","取","5739","5130","5739"
"31005","320224421","100224421","4102","2","1000","1006.47","1005.0","42009","24","存","4391","2395","2828"
"31005","320224422","100224422","4103","1","7600","6.47","1005.0","43536","23","取","2615","6886","1145"
"31005","320224423","100224423","4102","2","2000","7606.47","1005.0","42403","22","存","6731","4214","6184"
"31005","320224424","100224424","4102","2","1000","5606.47","1006.0","43297","21","存","6754","6673","6895"
"31005","320224425","100224425","4102","2","1600","4606.47","1005.0","42802","20","存","6370","2877","4897"
"31005","320224426","100224426","4102","2","2700","3006.47","1006.0","42618","19","存","8760","5330","3631"
"31005","320224427","100224427","4102","2","300","306.47","1006.0","43517","18","存","8953","6825","5702"
"31005","320224428","100224428","4103","1","9370","6.47","1006.0","42243","17","取","4288","3919","4909"
"31005","320224429","100224429","4103","1","350","9376.47","0.0","43701","16","取","5672","7801","1101"
"31005","320224430","100224430","4102","2","2400","9726.47","0.0","43284","15","存","1585","2346","3173"
"31005","320224431","100224431","4103","1","3.8","7326.47","0.0","43044","14","税","6811","1684","5327"
"31005","320224432","100224432","4102","2","26.91","7330.27","0.0","43297","13","J息","9986","5850","9546"
"31005","320224433","100224433","4103","1","143680","7303.36","0.0","43303","12","取","8796","3386","8796"
"31005","320224434","100224434","4102","2","480","7483.36","0.0","42009","11","存","1701","6453","8646"
"31005","320224435","100224435","4102","2","7000","7003.36","0.0","42057","10","存","4703","7842","8682"
"31005","320224436","100224436","4103","1","2200","3.36","0.0","43547","9","取","7124","4785","9381"
"31005","320224437","100224437","4102","2","122300","2203.36","0.0","42663","8","存","2173","2864","2173"
"31005","320224438","100224438","4102","2","1000","1003.36","0.0","42016","7","存","2986","5257","7919"
"31005","320224439","100224439","4103","1","2600","3.36","0.0","42820","6","取","1621","7975","9749"
"31005","320224440","100224440","4102","2","600","2603.36","0.0","43037","5","存","3380","5015","6148"
"31005","320224441","100224441","4102","2","3.36","2003.36","0.0","42223","4","J息","5331","2282","1101"
"31005","320224442","100224442","4103","1","300","2000.0","0.0","43037","3","取","2384","5015","1087"
"31005","320224443","100224443","4102","2","1300","2300.0","0.0","43303","2","存","5677","3368","6178"
"31005","320224444","100224444","4102","2","1000","1000.0","0.0","42835","1","开","7625","7756","8649"
"31005","320224445","100224445","4103","1",".02","12.08","0.0","42634","15","税","2871","1646","6775"
"31005","320224446","100224446","4102","2",".09","12.1","0.0","43577","14","息","5975","6563","9697"
"31005","320224447","100224447","4103","1",".02","12.01","0.0","43305","13","税","3176","2757","8644"
"31005","320224448","100224448","4102","2",".08","12.03","0.0","42021","12","息","2962","8435","5947"
"31005","320224449","100224449","4103","1",".02","11.95","0.0","42636","11","税","1066","1585","3148"
"31005","320224450","100224450","4102","2",".08","11.97","0.0","43304","10","息","5655","7109","2301"
"31005","320224451","100224451","4103","1",".02","11.89","0.0","43304","9","税","3335","9249","1163"
"31005","320224452","100224452","4102","2",".11","11.91","0.0","43306","8","息","9933","3035","9933"
"31005","320224453","100224453","4103","1",".01","11.8","0.0","43019","7","税","5108","5585","1599"
"31005","320224454","100224454","4102","2",".11","11.81","0.0","43283","6","J息","2004","4093","9735"
"31005","320224455","100224455","4102","2","1.7","11.7","0.0","43298","5","J息","3429","9002","3661"
"31005","320224456","100224456","4103","1","1790","10.0","0.0","43029","4","取","2531","3430","2531"
"31005","320224457","100224457","4102","2","800","1800.0","0.0","43291","3","存","6905","5125","3909"
"31005","320224458","100224458","4103","1","500","1000.0","0.0","42799","2","取","5229","7503","4166"
"31005","320224459","100224459","4102","2","1500","1500.0","0.0","43026","1","开","8376","9208","9892"
"31005","320224460","100224460","4103","1",".01","7.78","0.0","43673","19","税","2624","7363","9197"
"31005","320224461","100224461","4102","2","57900","7.79","0.0","42668","18","息","6799","4051","6799"
"31005","320224462","100224462","4103","1","43750","7.74","0.0","43302","17","税","6020","2051","1808"
"31005","320224463","100224463","4102","2","4750","7.75","0.0","42809","16","息","2721","1110","8465"
"31005","320224464","100224464","4103","1","32220","7.7","0.0","43576","15","税","4709","1573","1720"
"31005","320224465","100224465","4102","2","135660","7.71","0.0","42404","14","息","5466","9107","5466"
"31005","320224466","100224466","4103","1",".01","7.66","0.0","43292","13","税","7432","2107","5006"
"31005","320224467","100224467","4102","2",".07","7.67","0.0","42032","12","息","1921","5434","5443"
"31005","320224468","100224468","4103","1","765460","7.6","0.0","42838","11","税","6512","2512","9463"
"31005","320224469","100224469","4102","2",".09","7.61","0.0","42814","10","J息","5485","3450","7376"
"31005","320224470","100224470","4103","1","240","7.52","0.0","43687","9","取","2036","8298","2036"
"31005","320224471","100224471","4102","2","245","247.52","0.0","43050","8","存","6122","3864","7575"
"31005","320224472","100224472","4103","1","450","2.52","0.0","42033","7","取","7167","9851","4260"
"31005","320224473","100224473","4102","2","450","452.52","0.0","43656","6","存","6705","8838","2040"
"31005","320224474","100224474","4102","2",".02","2.52","0.0","42624","5","J息","2758","2530","8480"
"31005","320224475","100224475","4103","1","450","2.5","0.0","43524","4","取","5123","6852","5413"
"31005","320224476","100224476","4102","2","450","452.5","0.0","42658","3","存","2412","7124","2592"
"31005","320224477","100224477","4103","1","350","2.5","0.0","43032","2","取","3997","6955","8666"
"31005","320224478","100224478","4102","2","352.5","352.5","0.0","43036","1","开","7985","7642","4324"
"31005","320224479","100224479","4103","1","1.67","2550.53","0.0","43523","44","税","1437","7163","9336"
"31005","320224480","100224480","4102","2","8.34","2552.2","0.0","42005","43","息","8329","5017","1555"
"31005","320224481","100224481","4103","1","700","2543.86","1001.0","42029","42","取","4898","5746","4659"
"31005","320224482","100224482","4102","2","72540","3243.86","1001.0","43289","41","存","5121","7046","5121"
"31005","320224483","100224483","4102","2","700","2503.86","1004.0","42238","40","存","2105","6150","6938"
"31005","320224484","100224484","4102","2","800","1803.86","1006.0","43052","39","存","8134","6356","5826"
"31005","320224485","100224485","4102","2","1000","1003.86","1004.0","42226","38","存","2511","3103","6284"
"31005","320224486","100224486","4103","1","0","3.86","0.0","43291","37","-税","5043","8452","6871"
"31005","320224487","100224487","4102","2","100000","3.86","0.0","43284","36","息","1185","9707","1185"
"31005","320224488","100224488","4103","1",".41","3.84","0.0","42428","35","税","3256","7035","3823"
"31005","320224489","100224489","4102","2","2.06","4.25","0.0","43307","34","息","5921","1469","9757"
"31005","320224490","100224490","4103","1","100","2.19","1005.0","43048","33","取","3642","9297","1995"
"31005","320224491","100224491","4103","1","470","102.19","1001.0","43050","32","取","2958","2179","2458"
"31005","320224492","100224492","4102","2","260","572.19","1001.0","20160726","31","存","7814","9521","1388"
"31005","320224493","100224493","4103","1","200","312.19","1006.0","42009","30","取","6581","4939","6474"
"31005","320224494","100224494","4102","2","400","512.19","1005.0","42795","29","存","1476","9489","1644"
"31005","320224495","100224495","4103","1","300","112.19","1005.0","43300","28","取","1619","1174","8415"
"31005","320224496","100224496","4103","1","1000","412.19","1005.0","43309","27","取","9289","2125","4563"
"31005","320224497","100224497","4103","1","100","1412.19","1001.0","42834","26","取","1970","9064","2738"
"31005","320224498","100224498","4102","2","1500","1512.19","1001.0","43296","25","存","7356","4059","5571"
"31005","320224499","100224499","4103","1",".34","12.19","0.0","43294","24","税","6712","2701","6498"
"31005","320224500","100224500","4102","2","1.68","12.53","0.0","42618","23","息","4079","7220","9335"
"31005","320224501","100224501","4103","1","200","10.85","1001.0","42006","22","取","4625","3932","3015"
"31005","320224502","100224502","4102","2","200","210.85","1004.0","43308","21","存","4472","2763","9046"
"31005","320224503","100224503","4103","1","490","10.85","1004.0","42639","20","取","1684","9565","7185"
"31005","320224504","100224504","4102","2","200","500.85","1001.0","43310","19","存","4893","4745","3196"
"31005","320224505","100224505","4103","1","50400","300.85","1001.0","42624","18","取","6811","1547","6811"
"31005","320224506","100224506","4103","1","600","800.85","0.0","42245","17","取","1178","4476","7244"
"31005","320224507","100224507","4102","2","694.7","1400.85","0.0","43472","16","存","2903","8890","5654"
"31005","320224508","100224508","4103","1","600","706.15","0.0","42423","15","取","4306","3131","1651"
"31005","320224509","100224509","4102","2","699.5","1306.15","0.0","43056","14","存","4680","9635","7190"
"31005","320224510","100224510","4103","1","2350.53","606.65","0.0","42617","13","税","8779","5605","8779"
"31005","320224511","100224511","4102","2","55982.95","607.18","0.0","42402","12","J息","7875","1062","7875"
"31005","320224512","100224512","4103","1","346200","604.23","0.0","42623","11","取","2792","6109","2792"
"31005","320224513","100224513","4103","1","700","804.23","0.0","43301","10","取","5427","3479","5427"
"31005","320224514","100224514","4102","2","702.1","1504.23","0.0","43302","9","存","6537","7806","4124"
"31005","320224515","100224515","4103","1","100","802.13","0.0","42223","8","取","2116","7993","2431"
"31005","320224516","100224516","4103","1","130","902.13","0.0","43290","7","取","8731","1220","3487"
"31005","320224517","100224517","4103","1","500","1032.13","0.0","42833","6","取","6243","2003","7871"
"31005","320224518","100224518","4102","2","624.8","1532.13","0.0","42016","5","存","8297","1439","2950"
"31005","320224519","100224519","4102","2","200","907.33","0.0","43751","4","存","1556","8426","4024"
"31005","320224520","100224520","4102","2","200","707.33","0.0","42008","3","存","1505","8881","5986"
"31005","320224521","100224521","4102","2","300","507.33","0.0","42224","2","存","5131","7005","3414"
"31005","320224522","100224522","4103","1","300","207.33","0.0","42641","1","取","3020","2781","6332"
"31005","320224523","100224523","4103","1","10000.1","66.55","0.0","43688","29","税","6120","9614","4549"
"31005","320224524","100224524","4102","2","5660.48","66.65","0.0","43299","28","息","2450","6383","9215"
"31005","320224525","100224525","4103","1","650.09","66.17","0.0","42010","27","税","7143","3425","3944"
"31005","320224526","100224526","4102","2","99770.46","66.26","0.0","43062","26","息","2299","2164","9367"
"31005","320224527","100224527","4103","1","6570.09","65.8","0.0","42805","25","税","6175","7990","1733"
"31005","320224528","100224528","4102","2","23460.46","65.89","0.0","42616","24","息","8555","1666","2652"
"31005","320224529","100224529","4103","1","23460.13","65.43","0.0","43010","23","税","9691","6729","9691"
"31005","320224530","100224530","4102","2",".64","65.56","0.0","42239","22","息","5286","4050","3960"
"31005","320224531","100224531","4103","1","2.66","64.92","0.0","42815","21","税","8082","6700","1159"
"31005","320224532","100224532","4102","2","66.58","67.58","0.0","42228","20","J息","5479","8962","7861"
"31005","320224533","100224533","4103","1","12832.81","1.0","0.0","43301","19","取","5536","3722","8332"
"31005","320224534","100224534","4103","1","142","12833.81","0.0","42224","18","取","4711","7162","5292"
"31005","320224535","100224535","4103","1","2560","12975.81","0.0","42426","17","取","6370","6310","1430"
"31005","320224536","100224536","4103","1","500","15535.81","0.0","42968","16","取","5243","1764","1535"
"31005","320224537","100224537","4103","1","1500","16035.81","0.0","42030","15","取","2383","4574","7820"
"31005","320224538","100224538","4103","1","2200","17535.81","0.0","42237","14","取","7001","4527","7370"
"31005","320224539","100224539","4103","1","220440","19735.81","0.0","42236","13","取","3593","2259","3593"
"31005","320224540","100224540","4103","1","1879.99","20175.81","0.0","42659","12","取","1543","3617","8773"
"31005","320224541","100224541","4103","1","900","22055.8","0.0","42623","11","取","2495","8359","2495"
"31005","320224542","100224542","4102","2","9640","22955.8","0.0","43053","10","存","2604","2165","5816"
"31005","320224543","100224543","4102","2","8418.2","13315.8","0.0","42227","9","存","2231","4239","3810"
"31005","320224544","100224544","4103","1","600","4897.6","0.0","42803","8","取","6766","9445","6766"
"31005","320224545","100224545","4103","1","1020","5497.6","0.0","43478","7","取","2544","6524","2819"
"31005","320224546","100224546","4102","2","4.6","6517.6","0.0","43725","6","J息","7667","5384","8878"
"31005","320224547","100224547","4102","2","6200","6513.0","0.0","43303","5","存","8381","1428","3032"
"31005","320224548","100224548","4103","1","97565","313.0","0.0","42028","4","取","3463","7181","3463"
"31005","320224549","100224549","4103","1","2413","1288.0","0.0","42051","3","取","7055","6877","3497"
"31005","320224550","100224550","4103","1","380","3701.0","0.0","42823","2","取","5241","3913","7559"
"31005","320224551","100224551","4102","2","4081","4081.0","0.0","43756","1","开","3516","7475","8349"
"31005","320224552","100224552","4103","1",".01","9.56","0.0","43287","10","税","6876","6445","6360"
"31005","320224553","100224553","4102","2",".06","9.57","0.0","43292","9","息","3423","5073","5919"
"31005","320224554","100224554","4103","1",".01","9.51","0.0","43038","8","税","6841","6951","1639"
"31005","320224555","100224555","4102","2",".06","9.52","0.0","42664","7","息","4633","4644","7206"
"31005","320224556","100224556","4103","1",".01","9.46","0.0","43011","6","税","5615","6958","1450"
"31005","320224557","100224557","4102","2",".06","9.47","0.0","43012","5","息","5323","5052","3228"
"31005","320224558","100224558","4103","1",".11","9.41","0.0","42013","4","税","2499","9119","8238"
"31005","320224559","100224559","4102","2",".54","9.52","0.0","43010","3","息","6465","5816","7883"
"31005","320224560","100224560","4103","1","670","8.98","0.0","42223","2","取","2179","7203","7331"
"31005","320224561","100224561","4102","2","667.3","678.98","0.0","42235","1","存","3596","7755","6723"
"31005","320224562","100224562","4103","1","25.18","537.23","0.0","42030","377","税","4105","8802","7092"
"31005","320224563","100224563","4102","2","122555.88","562.41","0.0","43697","376","息","4709","3626","4709"
"31005","320224564","100224564","4103","1","500","436.53","1001.0","42012","375","取","4562","6027","6968"
"31005","320224565","100224565","4103","1","2000","936.53","1001.0","43336","374","取","4730","9169","5579"
"31005","320224566","100224566","4103","1","800","2936.53","1007.0","42016","373","取","4189","9905","3528"
"31005","320224567","100224567","4102","2","800","3736.53","1007.0","42271","372","存","3012","2805","2689"
"31005","320224568","100224568","4102","2","1300","2936.53","1006.0","42618","371","存","3573","8709","8712"
"31005","320224569","100224569","4102","2","1633450","1636.53","1006.0","43035","370","存","8902","1177","8902"
"31005","320224570","100224570","4103","1","31200","6.53","1006.0","42052","369","取","8701","2436","1766"
"31005","320224571","100224571","4102","2","1180","31206.53","1001.0","43299","368","存","1301","7907","4762"
"31005","320224572","100224572","4102","2","1550","30026.53","1006.0","43722","367","存","3097","4686","5316"
"31005","320224573","100224573","4102","2","1400","28476.53","1004.0","43649","366","存","1460","5921","5192"
"31005","320224574","100224574","4102","2","1350","27076.53","1004.0","43518","365","存","3085","3757","8567"
"31005","320224575","100224575","4102","2","1100","25726.53","1004.0","42439","364","存","1529","5804","1529"
"31005","320224576","100224576","4102","2","1000","24626.53","1001.0","42233","363","存","7876","6740","3100"
"31005","320224577","100224577","4102","2","1200","23626.53","1001.0","42230","362","存","5243","2247","6902"
"31005","320224578","100224578","4102","2","6000","22426.53","1006.0","42854","361","存","6546","7710","7152"
"31005","320224579","100224579","4103","1","4485","16426.53","1006.0","42829","360","取","5887","5079","4093"
"31005","320224580","100224580","4102","2","5400","20911.53","1004.0","43285","359","存","3941","9095","7525"
"31005","320224581","100224581","4102","2","3800","15511.53","1006.0","43282","358","存","6877","2742","1577"
"31005","320224582","100224582","4103","1","7370.85","11711.53","1004.0","42401","357","取","1329","5208","9459"
"31005","320224583","100224583","4103","1","2000","19082.38","1006.0","42622","356","取","3011","9359","9674"
"31005","320224584","100224584","4103","1","4000","21082.38","1001.0","42640","355","取","6681","6560","9044"
"31005","320224585","100224585","4102","2","6000","25082.38","1001.0","42827","354","存","1662","6556","2871"
"31005","320224586","100224586","4103","1","3000","19082.38","1001.0","42810","353","取","2227","7411","9754"
"31005","320224587","100224587","4103","1","71300","22082.38","1001.0","43752","352","取","4213","7270","4213"
"31005","320224588","100224588","4103","1","5300","23382.38","1004.0","42231","351","取","2755","4057","2989"
"31005","320224589","100224589","4103","1","8750","28682.38","1004.0","42221","350","取","3190","9250","3147"
"31005","320224590","100224590","4103","1","4000","37432.38","1001.0","42237","349","取","7384","9690","8617"
"31005","320224591","100224591","4102","2","2000","41432.38","1004.0","42828","348","存","6995","7396","3799"
"31005","320224592","100224592","4102","2","22050","39432.38","1004.0","42847","347","存","4107","1819","6981"
"31005","320224593","100224593","4102","2","9500","17382.38","1006.0","42625","346","存","4714","9895","4714"
"31005","320224594","100224594","4103","1","26513.17","7882.38","1004.0","43649","345","取","9341","6071","8717"
"31005","320224595","100224595","4103","1","110300","34395.55","1006.0","43287","344","取","1890","5507","1890"
"31005","320224596","100224596","4102","2","11000","56395.55","1006.0","42635","343","无效","7176","2493","4246"
"31005","320224597","100224597","4103","1","400","45395.55","1001.0","42843","342","取","2892","1770","9697"
"31005","320224598","100224598","4102","2","13500","45795.55","1001.0","43702","341","存","2416","4350","9517"
"31005","320224599","100224599","4103","1","6510","32295.55","1001.0","43053","340","取","2270","3608","2270"
"31005","320224600","100224600","4102","2","7000","38805.55","1004.0","42243","339","存","2344","6224","7721"
"31005","320224601","100224601","4102","2","11000","31805.55","1006.0","43305","338","存","2891","2794","3934"
"31005","320224602","100224602","4103","1","6961.4","20805.55","1001.0","43335","337","取","3829","2242","6298"
"31005","320224603","100224603","4103","1","7464.83","27766.95","1001.0","42800","336","取","8423","9900","7236"
"31005","320224604","100224604","4102","2","13000","35231.78","1001.0","43339","335","存","6134","7399","6134"
"31005","320224605","100224605","4102","2","3500","22231.78","1001.0","42839","334","存","8670","7251","5586"
"31005","320224606","100224606","4102","2","4000","18731.78","1001.0","42816","333","存","4446","3492","6530"
"31005","320224607","100224607","4103","1","5178.8","14731.78","1004.0","43298","332","取","1715","8508","1715"
"31005","320224608","100224608","4103","1","4592.18","19910.58","1001.0","43061","331","取","2511","8366","1571"
"31005","320224609","100224609","4102","2","10000","24502.76","1006.0","42427","330","存","5480","9327","8627"
"31005","320224610","100224610","4102","2","54800","14502.76","1006.0","43308","329","存","2320","6840","2320"
"31005","320224611","100224611","4102","2","4000","9702.76","1006.0","43750","328","存","1907","6365","3552"
"31005","320224612","100224612","4101","2","110000","110000.0","0.0","42017","1","开","8368","4046","6293"
"31005","320224613","100224613","4104","1","5178","0.0","0.0","42223","2","清","1538","8325","7111"
"31005","320224614","100224614","4101","2","200000","200000.0","0.0","42025","1","开","8670","1616","5628"
"31005","320224615","100224615","4104","1","2334","0.0","0.0","43294","2","清","7972","8336","9246"
"31005","320224616","100224616","4101","2","21500","21500.0","0.0","42033","1","开","3453","8650","2041"
"31005","320224617","100224617","4104","1","8000","0.0","0.0","42614","2","清","2714","9049","5881"
"31005","320224618","100224618","4103","1","30","8.55","8040.0","43310","246","取","3662","5512","3142"
"31005","320224619","100224619","4103","1","300","8000.42","83000.0","43300","5","取","4722","4563","2542"
"31005","320224620","100224620","4101","2","50300","5000.0","0.0","42642","1","开","2504","1287","2504"
"31005","320224621","100224621","4101","2","30000","30000.0","0.0","42831","1","开","4577","4749","8567"
"31005","320224622","100224622","4103","1","12000","373.82","100330.0","42006","16","取","8631","4154","5569"
"31005","320224623","100224623","DLRZ","2","2664","10605.49","8448.0","43028","35","薪","4952","1124","5470"
"31005","320224624","100224624","DLRZ","2","1573","5478.42","3979.0","43069","39","薪","6983","8680","2827"
"31005","320224625","100224625","DLRZ","2","2314293","4347.71","9978.0","42429","35","薪","3072","1844","5597"
"31005","320224626","100224626","DLRZ","2","1514","6048.08","7504.0","42230","38","薪","1860","9337","8654"
"31005","320224627","100224627","DLRZ","2","1045","6090.32","20614.0","43009","36","薪","4263","3114","9215"
"31005","320224628","100224628","DLRZ","2","1097","4717.55","13622.0","42236","33","薪","5890","8084","8486"
"31005","320224629","100224629","DLRZ","2","843","2985.42","2784.0","42018","36","薪","8807","1938","6719"
"31005","320224630","100224630","DLRZ","2","771","6380.15","38618.0","42844","28","薪","3976","1789","5928"
"31005","320224631","100224631","DLRZ","2","1051","3556.0","15390.0","43340","30","薪","1204","7214","1124"
"31005","320224632","100224632","DLRZ","2","1207","7306.89","31608.0","43298","28","薪","8643","9093","3922"
"31005","320224633","100224633","DLRZ","2","1333","1344.35","572.0","42656","36","薪","1210","7882","2105"
"31005","320224634","100224634","DLRZ","2","1171","4130.61","6742.0","42012","30","薪","3573","2965","3573"
"31005","320224635","100224635","DLRZ","2","706","4988.55","27600.0","43297","43","薪","6785","5234","5004"
"31005","320224636","100224636","DLRZ","2","728","23593.38","214766.0","42851","31","薪","1805","4227","3202"
"31005","320224637","100224637","DLRZ","2","324741","2782.66","2530.0","43299","38","薪","9126","1448","9126"
"31005","320224638","100224638","DLRZ","2","800","6221.16","34710.0","42435","29","薪","5821","9308","9150"
"31005","320224639","100224639","DLRZ","2","705","3682.66","11890.0","42228","32","薪","8533","2160","7394"
"31005","320224640","100224640","DLRZ","2","705","3833.4","13400.0","43310","35","薪","4435","8879","4435"
"31005","320224641","100224641","DLRZ","2","705","2749.82","2560.0","42237","36","薪","1438","4511","2659"
"31005","320224642","100224642","DLRZ","2","705","3261.56","10080.0","43292","32","薪","6082","9466","8721"
"31005","320224643","100224643","DLRZ","2","733","5747.91","34366.0","43043","29","薪","1535","6348","1431"
"31005","320224644","100224644","DLRZ","2","741","3151.34","6517.0","43334","37","薪","7701","6431","8274"
"31005","320224645","100224645","DLRZ","2","1485","7335.54","17778.0","42817","32","薪","1657","6247","9343"
"31005","320224646","100224646","DLRZ","2","998","7413.19","42490.0","43338","28","薪","2641","2296","6425"
"31005","320224647","100224647","DLRZ","2","1123","1137.93","3742.0","43308","44","薪","3225","5634","4409"
"31005","320224648","100224648","DLRZ","2","1940","2004.69","562.0","43284","41","薪","8956","1278","3237"
"31005","320224649","100224649","4103","1","500","2406.23","22660.0","43735","225","取","7000","9011","6271"
"31005","320224650","100224650","4103","1","335600","3002.42","35220.0","42642","9","取","8531","8644","8531"
"31005","320224651","100224651","4101","2","1000000","1000000.0","0.0","42797","1","开","5514","6881","1808"
"31005","320224652","100224652","4103","1","1200","807.02","20070.0","43301","20","取","3176","2800","3589"
"31005","320224653","100224653","4104","1","4000","0.0","0.0","43052","2","清","9854","4636","1835"
"31005","320224654","100224654","4101","2","50000","50000.0","0.0","42850","1","开","1134","5147","1697"
"31005","320224655","100224655","6401","1","-2243.36","2519.01","21090.0","43300","94","更正","3696","3731","3696"
"31005","320224656","100224656","4102","2","500","26038.28","252380.0","43288","33","存","8780","8419","9046"
"31005","320224657","100224657","4101","2","1700","1700.0","0.0","20160726","1","开","2345","1400","4229"
"31022","320224658","100224658","4103","1","1000","15422.57","167120.0","43286","52","取","1700","3823","6163"
"31022","320224659","100224659","4102","2","383","2298.38","19150.0","42807","9","存","5720","2763","6917"
"31022","320224660","100224660","DLRZ","2","1697","2671.19","16286.0","42403","30","薪","4242","7044","8523"
"31022","320224661","100224661","DLRZ","2","1207","5339.65","15556.0","43762","32","薪","8796","3106","1096"
"31022","320224662","100224662","DLRZ","2","2334","5714.81","33200.0","43051","28","薪","5206","9549","3209"
"31022","320224663","100224663","DLRZ","2","907","4297.91","13428.0","42055","35","薪","5496","1037","5496"
"31022","320224664","100224664","DLRZ","2","1136","1146.9","652.0","42638","34","薪","7177","9855","8885"
"31022","320224665","100224665","DLRZ","2","1071","4422.64","14224.0","42818","29","薪","1042","6849","2193"
"31022","320224666","100224666","DLRZ","2","1033","4711.79","14022.0","43469","34","薪","2311","1664","5722"
"31022","320224667","100224667","DLRZ","2","1117","4388.32","4516.0","42232","35","薪","1171","4744","5312"
"31022","320224668","100224668","DLRZ","2","701","2727.4","3622.0","43306","35","薪","2575","6774","7537"
"31022","320224669","100224669","DLRZ","2","705","2932.86","4390.0","43283","41","薪","5566","2179","1392"
"31022","320224670","100224670","DLRZ","2","741","3290.4","7907.0","42419","43","薪","2680","9084","9684"
"31022","320224671","100224671","DLRZ","2","741","2763.01","2637.0","42010","36","薪","4905","3187","9260"
"31022","320224672","100224672","DLRZ","2","805","4485.49","15032.0","43775","34","薪","6182","8192","3051"
"31022","320224673","100224673","DLRZ","2","997","4119.05","12294.0","43311","32","薪","4363","6495","4363"
"31022","320224674","100224674","4103","1","223450","26004.06","352540.0","42229","34","取","2474","7916","2474"
"31022","320224675","100224675","4101","2","1000000","1000000.0","0.0","42420","1","开","6137","6943","2269"
"31022","320224676","100224676","4104","1","7000","0.0","0.0","42007","2","清","6574","7111","2482"
"31022","320224677","100224677","4101","2","4000","4000.0","0.0","43031","1","开","2716","4573","2532"
"31022","320224678","100224678","4103","1","1000","2055.76","30550.0","43674","16","取","6399","5685","6399"
"31022","320224679","100224679","4102","2","3600","751297.82","2437510.0","43311","20","存","1227","7720","3435"
"31022","320224680","100224680","4101","2","3200","3200.0","0.0","43022","1","开","7056","3596","8313"
"31022","320224681","100224681","4102","2","198575","1432459.31","9427397.0","42626","623","存","7526","2107","7526"
"31022","320224682","100224682","4104","1","40000","0.0","0.0","42011","2","清","5396","2204","2860"
"31022","320224683","100224683","4103","1","36865","1.48","668660.0","43066","13","取","4195","4143","3281"
