stkcd,year,SOE,ROA,SIZE,LEV
2230,2019,1,.0491505690132599,23.72402724744535,.4162015971419786
2230,2020,0,.0578622872934917,23.93556374744174,.4777032127758726
2231,2019,0,.0603934855263805,20.47706164076062,.2348251609230214
2231,2020,0,-.207433638119519,20.43500616459592,.4252821020777496
2232,2019,1,.0561677913631823,21.38277012123165,.3381037788636198
2232,2020,1,.0764267187682774,21.52752922114233,.4180830648660713
2233,2019,0,.1991635386685236,23.18729121013028,.1667738429660479
2233,2020,0,.1904737768983601,23.25779786222647,.1708861398278443
2234,2019,0,.2367621533639013,21.90537024943351,.1582510641663384
2234,2020,0,.0220595318247378,21.92410792742195,.2088671361624724
2235,2019,0,-.089603425000025,21.53666546641498,.1770563829540484
2235,2020,0,-.3647243458113711,21.20307514834162,.232168593291473
2236,2019,0,.1182791056002635,24.10984523502897,.4596192548669872
2236,2020,0,.1163258849904794,24.32317838729443,.4479130128552695
2237,2019,1,.0242303513226618,23.50461570517736,.711911493868206
2237,2020,1,.0268888554180268,23.60739798218567,.5817561159088503
2238,2019,1,.0441909499155432,22.0644922923046,.2823748349214494
2238,2020,1,.045938692990046,22.0831991394545,.4129509858362423
2239,2019,0,-.0306363831571601,22.82638458277611,.3530132268362588
2239,2020,0,-.0437117786854957,22.85252614297414,.4091567856781707
2240,2019,0,-.0133055642216884,22.30910844446745,.4580605483152931
2240,2020,0,.0052726447315649,22.29377791278687,.3091404838110288
2241,2019,0,.0431693555651949,24.26886091020881,.5346490698120466
2241,2020,0,.066391501361079,24.61748786722897,.5982381088655306
2242,2019,0,.1262478597102321,22.73386664709489,.4977122016991534
2242,2020,0,.1167419581108352,22.93536005467632,.5311906943543667
2243,2019,1,.0755276791018746,22.87813966671514,.3314864720233703
2243,2020,1,.0647065957761672,23.08088720749167,.3425383659109002
2244,2019,0,.0418027557468057,25.58791422279015,.8271006071518526
2244,2020,0,.0280622513305393,25.87085058840225,.8369625489433433
2245,2019,0,.0227435861469754,22.65625260053737,.5746138488530419
2245,2020,0,.0496349642699087,22.69239030547946,.5270123952746324
2246,2019,1,.036563201299837,22.08937104228706,.3027416219927264
2246,2020,1,.0231395228841236,22.15993414014712,.3254791705766218
2247,2019,0,-.3647243458113711,21.26342014040011,.745268990696811
2247,2020,0,.1849936564695279,20.74118140273401,.4034033012103972
2248,2019,0,.0264940685510724,20.21759992733159,.8584430461237584
2248,2020,0,-.200419901744236,20.06747233326941,.9037139565629204
2249,2019,0,.0083665907324454,23.3462671142805,.4726663602338284
2249,2020,0,.0083675238997881,23.35251982960691,.3775341775092498
2250,2019,0,.0351337221184247,22.98618282290466,.3787495074319904
2250,2020,0,.0213564305685781,23.06587996959637,.4169922346330414
2251,2019,0,.009260785159719,23.91693746885158,.6786414691238378
2251,2020,0,.0061311621721362,23.92402347310879,.6905116875739161
2252,2019,0,.0620886960233709,23.19585115200114,.0535270431274301
2252,2020,0,.0589087429973137,23.961701068042,.0535270431274301
2253,2019,0,.03856846155079,21.26042279125224,.1538862527114971
2253,2020,0,.0451177830055419,21.30949372287248,.1690982646452772
2254,2019,1,.0570497139338733,22.18310160255462,.3675980776236364
2254,2020,1,.0522615806441348,22.55321525090147,.373351633865131
2255,2019,0,-.3647243458113711,22.3143304931413,.6328331877984488
2255,2020,0,.1749759112947666,22.30327648285741,.4428097467171777
2256,2019,0,-.1102632009342259,21.72286831909844,.3962156362277355
2256,2020,0,-.0556659081244066,21.74326154716844,.3888345844041662
2258,2019,1,.0569507772490386,22.7496438997797,.468263313296833
2258,2020,1,.0913356206771639,22.85899388182395,.4435524599343586
2259,2019,0,-.3647243458113711,21.15599395266128,.670078707611645
2259,2020,0,.0830720926032334,20.77792172235364,.9346842639493427
2260,2019,0,.0126382539856457,20.19226245766045,.9477868872320347
2260,2020,0,.0212715516272918,20.62957303081585,.1295962879788742
2261,2019,0,.0042407518919277,21.83751189232979,.1806246701689146
2261,2020,0,.0156145765706932,21.94303041666556,.2501213488854401
2262,2019,0,.1834588403339304,22.15870790182274,.1420156294788197
2262,2020,0,.1802980863752553,22.2810820357282,.1354008213916319
2263,2019,1,.0280381621574931,21.64266933853024,.1115178906956281
2263,2020,1,.0751912771518296,21.72228422161194,.1143562633583759
2264,2019,0,-.207458895188827,21.82806264479686,.7200572135544558
2264,2020,0,.0536766446145376,21.99257090084183,.7186620900452291
2265,2019,1,-.0077827792110531,21.09858916561724,.3543929075239227
2265,2020,1,-.0430555486220262,21.01973732525172,.3495781340478905
2266,2019,0,.0325703086637007,22.75763520226783,.3986652496065541
2266,2020,0,.0992080125818749,23.65262170937293,.5237641547852853
2267,2019,1,.04574588923131,23.21081672369474,.4870014247993393
2267,2020,1,.0347531793265914,23.3124657295644,.5192944557001997
2268,2019,1,.0248167258388312,22.50776988976938,.227307398823211
2268,2020,1,.0255687257805488,22.59205531857708,.2719869355063774
2269,2019,0,-.1232172434063485,22.57608882711157,.6801686253812835
2269,2020,0,-.1525166805169958,22.39069435829418,.7772479097737647
2270,2019,0,.0423861934438779,22.06932823597392,.372923321709455
2270,2020,0,.0861430851943967,22.125368079243,.3562681018071587
2271,2019,0,.1169557116724125,23.83302566710068,.5556736251697331
2271,2020,0,.1509522632794609,24.04997846504882,.4674053734323745
2272,2019,0,.0353664804927447,21.34057316985165,.2879244560052401
2272,2020,0,.027724813370355,21.76159681118907,.4994398711022152
2273,2019,0,.0885655987276536,22.57821519889798,.2468235624045271
2273,2020,0,.070390346689387,22.73985527912933,.2088043759117875
2274,2019,0,.0421917900086891,22.61716424145682,.5803055214727726
2274,2020,0,.0293137887483551,22.72650526993977,.608600199754691
2275,2019,0,.1374322748037759,21.95162421820526,.1757167106043716
2275,2020,0,.0913739886858542,22.07968669056968,.2378171969448762
2276,2019,0,.0322773471592562,22.75113801855055,.4368355960735403
2276,2020,1,.0291638318448771,22.84456321414389,.4573938481752529
2277,2019,0,.0192039409260188,23.49499178069547,.5277068635693999
2277,2020,0,.0063699364288748,23.51831989786933,.5422343941554375
2278,2019,,.0333701472562344,21.21844570822348,.270388016676558
2278,2020,,.0254341681471245,21.2663423057975,.2970638323823844
2279,2019,0,.0162459783400828,21.83389900085598,.6067038910767772
2279,2020,0,-.0659910826597705,21.70422869632366,.5784904849553674
2280,2019,0,-.3647243458113711,22.90766933779098,.7248934599522329
2280,2020,0,.0279053958360558,22.98945880686746,.732686600701699
2281,2019,1,.0497309240787028,22.70185154888946,.3732815169992235
2281,2020,1,.0581439135914057,22.86973978067253,.4142094117115191
2282,2019,0,.0332722045431849,21.73131209148496,.1823209870556326
2282,2020,0,.0462476507726414,21.97483456738616,.2152120710867512
2283,2019,0,.0622578084098034,22.64281360179658,.3295983321073872
2283,2020,0,.0719005319881292,22.81915125720808,.3794592919338596
2284,2019,0,-.0147744496459196,22.49873411330498,.5443956049900825
2284,2020,0,.0029252321921524,22.43502278787916,.5122807376265393
2285,2019,0,.0207397703013165,23.18001190836011,.5351934201264447
2285,2020,1,.0280318254746434,23.11121475219426,.5167046455486877
2286,2019,0,.0183748596793646,21.64703324753723,.3778696190298154
2286,2020,0,.0232196842858524,21.68480802126586,.3885603209533268
2287,2019,0,.1345549965972383,21.816571551365,.2420143500044549
2287,2020,0,.1025496011838462,22.2182128946299,.4091663719410077
2288,2019,0,.0125620439141154,21.88772424829657,.5055194015810017
2288,2020,0,.0143768420848208,22.06219434532585,.5835379563288705
2289,2019,0,.0310335858107888,19.83561028019768,.1988404480639432
2289,2020,0,-.0860828988384462,19.70558328133924,.1748440901003164
2290,2019,0,-.3647243458113711,21.14283053694784,.7462081945578599
2290,2020,0,.0543943418862484,21.09354754725473,.6953522303975687
2291,2019,0,.0327057155029772,22.389350997343,.3517716966228233
2291,2020,0,.0074965552158384,22.41013534990472,.3770067890754591
2292,2019,0,.0132634639161116,22.55490045708375,.3443205585602016
2292,2020,0,-.0849830285721661,22.42772235245684,.4098558928431591
2293,2019,0,.1120742647956365,22.40418714905279,.2203346431551519
2293,2020,0,.1190692039415491,22.48714172931257,.2608111971262759
2294,2019,0,.1094075867710335,22.76880102604508,.1379649139967334
2294,2020,0,.0114506272053729,22.6574645558719,.1917810098898131
2295,2019,0,.0323864647517129,21.43450657118258,.4158127680411081
2295,2020,0,.021199097773387,21.68355834446194,.5333770415119627
2296,2019,0,.0403726907887304,21.34774652244925,.1669282217408946
2296,2020,0,.0489910436715935,21.49723683258068,.2427685161422027
2297,2019,1,-.0918242001584226,21.36077528556455,.2651926372260984
2297,2020,1,.0212084360960002,21.44084176822483,.3091526104985455
2298,2019,0,.0470991911433375,22.6869511788499,.3559613632432746
2298,2020,0,.045019265438456,22.73385018268138,.3728999312727392
2299,2019,0,.2367621533639013,23.4497319885698,.3090091526861144
2299,2020,0,.14523554221039,23.42657418336088,.3622268522261056
2300,2019,0,.0696393792672705,22.09573766963146,.6020916338871806
2300,2020,0,.0731972366629739,22.11185943991277,.5703676298734257
2301,2019,0,.0344888891918186,22.78705372565735,.5737082759406239
2301,2020,0,.0284283916189085,22.93174709380862,.6187301643607599
2302,2019,1,.0391572431092934,23.83387219608647,.5888948511183744
2302,2020,1,.0478456217241924,23.89436283953948,.578056681838474
2303,2019,0,.0848390835791238,22.70694412694223,.2783011807603843
2303,2020,0,.0330304525247399,22.70325825040226,.3234723797869685
2304,2019,1,.1826185704587845,24.70210672331509,.3173411890891106
2304,2020,1,.1836991771745216,24.70977013195904,.2858302475018231
2305,2019,1,-.0047988188039274,24.01160459720992,.8153870088134969
2305,2020,1,.0026599897957081,24.12367764870531,.8055448853110686
2306,2019,0,-.2196408696066811,18.95133017902545,.8988336160097968
2306,2020,0,-.0421524605354969,19.19100185335661,.8108729603950864
2307,2019,1,.0044874805997214,24.04017857692699,.8605923939579783
2307,2020,1,.0041062234990472,24.43094081504819,.8836932991411015
2308,2019,0,-.3647243458113711,21.7765295731331,.1858882283557765
2308,2020,,.0113935807001025,21.68708373033211,.1068137871147391
2309,2019,0,.0114425256428329,23.78722422812753,.5951858985622321
2309,2020,0,-.1444363605777498,23.51104418221225,.6537087707064584
2310,2019,1,.0016560605216781,24.50316220470967,.7103679363228839
2310,2020,1,-.0124945289131335,24.53831801465723,.7070641289986263
2311,2019,0,.1112858096682481,23.6600076486896,.4833018226883543
2311,2020,0,.1215823279709969,24.03843166584127,.456580281786021
2312,2019,0,-.0121065405455592,22.77481309966751,.5914603777843634
2312,2020,0,.1034688848866939,22.71586391008693,.4769480764088758
2313,2019,0,.0112070755586933,22.67746958655165,.6969901510196482
2313,2020,1,-.0830497183004223,22.68261463003978,.6168667438657566
2314,2019,0,.0173484555935578,24.48482646805392,.7341912217087407
2314,2020,0,.0441479136950783,24.68022304860908,.772606131192165
2315,2019,0,.0598964358110576,21.78827372833237,.3094676970359095
2315,2020,0,.0557636570781608,21.9615653792933,.3586926921702968
2316,2019,0,.004610526373619,21.84551661573004,.7105135847492545
2316,2020,0,-.2209163309293745,21.63533749191543,.8638269527241006
2317,2019,0,.0691186892242254,22.42920892232695,.2491734758869329
2317,2020,0,-.0678786595770761,22.28688566141902,.2406975480031701
2318,2019,0,.098922531222656,22.51143750788147,.4039541156110402
2318,2020,0,.1324966070604544,22.64307100810905,.2741463262186515
2319,2019,0,-.3647243458113711,20.2996143383564,.7855929728097445
2319,2020,0,.0220086573207139,20.25569850559537,.7732713633342407
2320,2019,1,.0734029701184433,22.12094806576215,.0633296001939819
2320,2020,1,.0694640954165001,22.16786903019991,.0631535577196293
2321,2019,1,-.0038924296603529,22.84489407217104,.6400829230785025
2321,2020,1,-.1535868133525464,22.69379775183583,.7484771156695497
2322,2019,0,.0917386255013715,22.04256683708146,.2033403554006162
2322,2020,0,.0723503923596958,22.02660120464425,.1626488184145931
2323,2019,0,-.1464441828218031,21.15135312880022,.9492107653846092
2323,2020,0,-.0190782427553679,21.06646077763322,.960697076261701
2324,2019,0,.0466935503673647,22.08221551192852,.3844064976826371
2324,2020,0,.1038540144099671,22.2070247283743,.3792118056194146
2325,2019,0,.0081175512933682,23.18197695715323,.6842810251414773
2325,2020,0,-.0281674640903211,23.2338076721366,.7264650009877107
2326,2019,0,.0523656771757035,22.6499013982066,.5104813497998177
2326,2020,0,.0132391752918418,22.77036382305013,.551521448581152
2327,2019,0,.1266150263907832,22.271344901735,.2420528215694789
2327,2020,0,.1335968302422327,22.22289257862764,.2010886259919747
2328,2019,0,.0547504927278366,22.10848406160661,.2501205149438928
2328,2020,0,.0540060132093546,22.27868740101074,.3500062943477968
2329,2019,0,.013534638473564,22.32164680430024,.503589190016224
2329,2020,0,-.015391559562374,22.52450924900347,.6166367730855824
2330,2019,0,.0016104577439735,21.37573763578479,.3069915479145507
2330,2020,0,.0230516875552011,21.4229607136117,.3244196736653959
2331,2019,0,.064069406565161,21.89531607717147,.2994091475701787
2331,2020,0,-.0626163957865753,21.76800793738437,.2821474410664641
2332,2019,1,.0932971945533307,22.48531247772394,.47485886771809
2332,2020,1,.0873380321069725,22.64579491912375,.3298925504425698
2333,2019,0,.0285125129161929,21.03299471968973,.0679263505574866
2333,2020,0,.0150558367701937,21.21450564894304,.1999309582067557
2334,2019,0,-.1299944173062406,21.70671330657696,.4177812896164094
2334,2020,0,.0347769669232252,21.76983431453344,.4120701878276615
2335,2019,0,.0319477496697452,22.78145691157081,.5606231862724869
2335,2020,0,.0540941641898132,22.84303686445161,.5808963534771792
2336,2019,0,.0037054101097283,22.28102232397881,.6944767165564765
2336,2020,0,.0132415077686916,22.27168186005366,.6893907037356999
2337,2019,0,.0070727961022224,21.17926248373824,.1709599406275559
2337,2020,0,-.0672569846772235,21.186304306065,.2529098531277437
2338,2019,1,.0455139629593658,20.76108950357872,.1109607240992517
2338,2020,1,.0511242409035216,20.79919261520407,.0992098347922652
2339,2019,,.0206048557404252,21.99967622722722,.4371942508871954
2339,2020,,.0204056541194767,22.04756910659813,.4426511060133882
2340,2019,0,.03199956555663,24.01319759187504,.5875997975684091
2340,2020,0,.0182247925935847,24.11469236068232,.5258574869085434
2341,2019,0,-.0010568023999919,22.98124443425748,.4878281898740739
2341,2020,0,-.1516605499437993,22.77083050123256,.533094241938245
2342,2019,0,.0053974020926345,22.11235217618056,.3940534371336135
2342,2020,0,.0091458538035069,22.12227794518228,.3927589946601811
2343,2019,1,.066344780810315,21.68763038993661,.3565162600916728
2343,2020,1,-.1442754785390286,21.62661399505414,.5300166680442011
2344,2019,1,.0374339187471497,23.08686095349422,.2873126329622636
2344,2020,1,.0242375391439227,23.12584908183036,.2999928631594916
2345,2019,0,.022728463608307,22.38710076668694,.3520398385793673
2345,2020,0,.0334816603023615,22.37180291672625,.3320242131005682
2346,2019,0,.0477992193657891,21.79448820381608,.3043902628273298
2346,2020,0,.0620302019256619,21.71708779379691,.2284793888305161
2347,2019,0,.0146773866766337,21.50723594189021,.4630295591206439
2347,2020,0,.0179759533391896,21.44681939423669,.4345142419432631
2348,2019,0,-.248019224750919,21.08754057986779,.2634666220223833
2348,2020,0,-.2106288835814343,20.87299677260068,.3096956988438377
2349,2019,1,-.1693647271535117,21.80213061763724,.2698175435902902
2349,2020,1,.0200506749027176,21.87257985505769,.2120669192126054
2350,2019,0,.031832925080316,21.94164403186078,.4176820777810676
2350,2020,0,.0202495365622846,21.92243920632886,.3766000341111414
2351,2019,0,.070483220532789,21.51931753943813,.1536417135745919
2351,2020,0,.1256064932604357,21.67879778368292,.2041224734129215
2352,2019,0,.0800624339910612,25.2508569683921,.540785288231164
2352,2020,0,.0911793803688462,25.43423682200209,.4893875541556968
2353,2019,0,.1004860302222728,23.52780151931734,.3922323578104979
2353,2020,0,.1070329636774717,23.65767154996746,.3953376036890284
2354,2019,,-.1824353814055383,22.57291117693799,.8670357057419968
2354,2020,,.1145240890625821,22.05949178896092,.2406979459478558
2355,2019,0,.0045153551705801,22.30145709484177,.3885078653499345
2355,2020,0,-.1016992607073151,22.18013960966598,.4032201457394084
2356,2019,0,-.3647243458113711,21.55944806235867,1
2356,2020,0,-.3647243458113711,20.84638896684097,1
2357,2019,0,.0420817959726503,21.66991790948956,.5070155592105043
2357,2020,0,.0424068886924914,21.6735265801535,.4852517313161805
2358,2019,0,-.0027584286608691,22.8116802344806,.4374017570936661
2358,2020,0,-.1352196308600709,22.67414539215144,.4960347600092794
2359,2019,0,-.1903555752046542,23.38137064906057,.82116395251066
2359,2020,0,-.1031687777206851,23.32353137656581,.9164981182822451
2360,2019,0,.1354258432184957,21.12685998936801,.2082564230279208
2360,2020,0,.126006231786187,21.27398495023744,.2427788054188103
2361,2019,0,.039901359808069,22.01158691542887,.4951989522478219
2361,2020,0,.0243815823006522,21.98773971651981,.4774217941557355
2362,2019,0,.0337521040014394,20.98633932353335,.263903598705012
2362,2020,0,.1005688679930858,21.46439555185918,.2024661868972213
2363,2019,0,.0226255090565906,21.95809405486647,.2941007892080086
2363,2020,0,.0162315136656679,21.8957852626777,.2921442340258774
2364,2019,0,.0317396098398412,21.69666288063278,.1843741018698756
2364,2020,0,.0220588885386628,21.96113176234889,.3525071270061537
2365,2019,0,.0616519293516314,21.36924203095205,.1316326071738916
2365,2020,0,.061917409378421,21.49510082234884,.1617228012799037
2366,2019,0,-.0996204121401253,22.61570088923898,.6243500645954607
2366,2020,0,-.2370869372024846,22.46861555201151,.8301192499791794
2367,2019,0,.0518470250862166,22.48020951937698,.4862658497359079
2367,2020,0,.0926982979282556,22.56132589986517,.519153795223863
2368,2019,1,.035558266165967,23.08939099531161,.6787742064690201
2368,2020,1,.0291806322883248,23.32714880754279,.7208945716520696
2369,2019,0,.0130451571363672,22.09460522029345,.4965808047408068
2369,2020,0,-.1761927662734364,21.82745797022007,.5401004973788527
2370,2019,0,-.3647243458113711,21.54231412511657,.7209149568147732
2370,2020,0,.0261150353742819,21.39433126303804,.6624230444340392
2371,2019,1,.0306234072192007,23.34319588620691,.5558564011136962
2371,2020,1,.0381986363722853,23.58649668172554,.5940304489789924
2372,2019,0,.2367621533639013,22.29700881169248,.1904738923412981
2372,2020,0,.2367621533639013,22.45662694294844,.2319664872358417
2373,2019,0,.0723736529718475,23.50953634067221,.4257359400659165
2373,2020,0,.0653551050839933,23.68770795784956,.3631723263114947
2374,2019,0,.0072535993337161,22.51529506177049,.5718215562298987
2374,2020,0,-.0300841193389078,22.4566927569555,.4979352399548577
2375,2019,0,.0250872330885001,23.79735292724471,.6177345944023024
2375,2020,0,.0184705915927257,23.82697709862637,.6149446592306356
2376,2019,1,.0675321273052527,22.50961321684731,.3519039954957476
2376,2020,1,.041118792470947,22.50161693364552,.3394951577421477
2377,2019,0,.0501165672741801,22.61805378305239,.1897547777370641
2377,2020,0,-.3647243458113711,21.95306846447355,.3374392389403653
2378,2019,0,-.0793586849740799,22.02857250330454,.5414815386843325
2378,2020,0,.0112167674708371,22.0853461839133,.5666767092342551
2379,2019,0,.1450580293689233,21.6257303771082,.3573715088086361
2379,2020,0,-.0749173036520713,21.55309113217329,.3809132724666167
2380,2019,0,.0504410679315102,21.73595541152542,.1791556827951538
2380,2020,0,.0483577066008495,21.83380572960844,.2230521584360234
2381,2019,0,.1277671036126308,21.56829465540964,.2395395030932483
2381,2020,0,.1436386783565199,21.69829305888654,.2540203451611532
2382,2019,0,.0428587037527168,23.30795589245246,.3616881332370661
2382,2020,0,.1196657247881971,23.55852285359928,.423689507956213
2383,2019,1,-.1061843555176183,22.86929248889117,.6564718477171818
2383,2020,1,-.1698896868011626,22.70662731572034,.7545214267141148
2384,2019,0,.0241087587911769,24.17864427453185,.7253764567812547
2384,2020,0,.0479515301133407,24.34768859893576,.6486962699270168
2385,2019,0,.0357101479222296,23.66264727165597,.3936135264452581
2385,2020,0,.11784420138396,23.90305769763006,.4577414790191852
2386,2019,1,.008406020039803,23.3459581076875,.6318964386290191
2386,2020,1,.0148599979361222,23.41456618991261,.6441463549839904
2387,2019,0,.0023976334551791,24.33825871972708,.4828631461527157
2387,2020,0,.0073354697987481,24.37456930749108,.494275864760638
2388,2019,0,.029910478060038,21.4925998243801,.3960352379324485
2388,2020,0,.02641650362401,21.62259567580553,.4738461880638127
2389,2019,1,.0352403195277946,22.82167156166719,.1942480232917482
2389,2020,1,.0371032878712829,22.89834466446647,.2300809415338868
2390,2019,0,.0331117137151329,23.06693543762224,.5154887139741919
2390,2020,0,.0297451833596611,22.99148445655543,.4650786186326775
2391,2019,0,.0855914361249555,22.36079581099247,.3240158777469453
2391,2020,0,.0397757679975163,22.45929083594544,.2299370055204225
2392,2019,0,.091334815687857,22.44427859936528,.3178104594034833
2392,2020,0,.0842371880032817,22.54780725358419,.3340507988277344
2393,2019,1,.0417523283630151,22.38580888085689,.1623180433984316
2393,2020,1,.0061785321438955,22.3371305344911,.1433813210069463
2394,2019,0,.1129895137258207,22.23004482971702,.239553472119853
2394,2020,0,.1270111193142205,22.29379244737834,.2256413131308967
2395,2019,0,.0255180044412795,21.00696907886978,.3581795628589902
2395,2020,0,.0297060849500336,21.16854680626442,.4269098162610235
2396,2019,1,.1085127852041085,22.75805432645535,.3678280992919761
2396,2020,1,.0636735219250675,22.88838375655625,.4397847017011804
2397,2019,0,.0357759713082616,21.96869112096849,.4098249957327163
2397,2020,0,.0106357779104179,21.94185459192729,.45568018324084
2398,2019,0,.1076799073485435,22.21595656032175,.3485086798150928
2398,2020,0,.078243580098744,22.41829541007572,.3973975666891076
2399,2019,0,.0862561359120916,23.44733408824768,.5098405940232933
2399,2020,0,.069902401400751,23.66906676477169,.3856273095344335
2400,2019,1,.0306084047838558,22.89351049747212,.3591560834939912
2400,2020,1,-.1083152412179995,22.81940742262602,.4347259968293958
2401,2019,1,.0349722617174865,21.92239001992868,.7071011600054673
2401,2020,1,.0614487164118609,21.98326208252151,.6759418106153025
2402,2019,0,.0773676182460906,22.2367734272817,.52065077380437
2402,2020,0,.0781473195396893,22.54703558040097,.4668866717755851
2403,2019,0,.0240508303234657,22.3757431205792,.5842724636752489
2403,2020,0,.023422177830302,22.42981710642135,.5881222992654259
2404,2019,0,.067647710235989,21.83052338044415,.3897122649351014
2404,2020,0,.0706140393492267,21.82823344699286,.3652109498615684
2405,2019,,.028977809534267,22.92665166755475,.1175245355058326
2405,2020,,-.0378441736998297,22.94311174284995,.1431627252053628
2406,2019,0,.0784780269500994,22.11576802101956,.2809618195258105
2406,2020,0,.0887291996554959,22.17308843162504,.2131006501523009
2407,2019,0,-.05055495287144,22.92520237130523,.6166263950098266
2407,2020,0,.0013212223045018,22.99033721290289,.6347522424076996
2408,2019,0,.0499584164513366,23.37162385668302,.4199816884158614
2408,2020,0,.0604013202580712,23.75044354626559,.5258933188619003
2409,2019,0,.0751394659152523,22.34670463120328,.1032861307426182
2409,2020,0,.0844313374347867,22.50221928325419,.1799832676744196
2410,2019,0,.0470821684355301,22.54252960260465,.4569610908566394
2410,2020,0,.0433860545529421,22.97950298233558,.3131094398452032
2411,2019,0,.017213984674765,23.84789204028721,.5470048840699285
2411,2020,0,-.0560179463046369,23.6785625570756,.5350221438215454
2412,2019,0,.0990942649246001,21.35608206131814,.1874380093720923
2412,2020,0,.0631089496281898,21.35912371159512,.1556256060513041
2413,2019,0,.0416439409986559,22.24592704095151,.1945550993668932
2413,2020,0,.0449611905845763,22.47736522971638,.2959393441980113
2414,2019,0,.048411175130863,22.18937172069171,.1843904108188656
2414,2020,0,.1680548823958924,22.56994677197607,.3133265280466065
2415,2019,1,.1818991296186398,25.04551593077286,.3965755627784291
2415,2020,1,.1713234127842981,25.20854469320947,.3858093563032102
2416,2019,0,.0374261499815391,23.04802330994848,.5121026758097899
2416,2020,0,.085090853883745,23.14874487897056,.500326051133398
2417,2019,0,.0601889784521476,20.0838391883501,.5273148914194209
2417,2020,0,.0745903902061927,19.8275206530502,.32190880103436
2418,2019,0,-.1202189595939395,22.16816541359722,.6827054381690348
2418,2020,0,.020825037141146,21.93414560118045,.5737989062118628
2419,2019,1,.0655140400753779,23.53468064678674,.5818519434995163
2419,2020,1,.0188177590684376,23.60278867076465,.6236077778006194
2420,2019,0,.0625907232073799,21.50110955615928,.7637530635858714
2420,2020,0,.030744052913068,21.46175216737477,.7234948213628727
2421,2019,0,-.053290870599269,22.58617253206858,.5515817819582458
2421,2020,0,.0452949510744131,22.80182412930763,.6017562382088564
2422,2019,0,.0405546019786927,24.17278894831009,.5583332279412753
2422,2020,0,.0315777545654034,24.18848116561468,.5621731139950275
2423,2019,1,.0197063505695109,24.93061560518718,.6799011759327083
2423,2020,1,.023010740906113,25.16370455035949,.729276312857613
2424,2019,0,.0507620060987197,22.67614148285196,.4132242718694903
2424,2020,0,.0279625661917654,22.67385565926763,.4425748483369582
2425,2019,0,.0364671029034207,22.32833966282821,.1787097650812324
2425,2020,0,.0244177282725557,22.33454867048249,.1669668357073074
2426,2019,0,-.2385202604584273,23.34053649476467,.6939492530693658
2426,2020,0,.0355615401737277,23.13813857382505,.5902502923330863
2427,2019,0,.0177103553787639,22.49986864416647,.8634317702186415
2427,2020,0,-.1207217465313678,22.41011280073211,.9896406787567088
2428,2019,0,-.0264529460917005,21.43195814266032,.2707898479530884
2428,2020,0,.0098141810207538,21.52023220291927,.3076121924716417
2429,2019,0,.0601306097868238,23.81263009875231,.5559306091367385
2429,2020,0,.0715683288829841,24.00239740128251,.5575715171820677
2430,2019,1,.0705824433957416,23.21227611533887,.4847551520891504
2430,2020,1,.0773711115939958,23.39295075402296,.5267025527831978
2431,2019,1,-.0680733158772335,23.56789250189647,.7236325657502084
2431,2020,1,-.0003123722666468,23.52381028375059,.7124624558290747
2432,2019,0,.0105843489408516,21.38608449848154,.1761365202738696
2432,2020,0,.0970437875495399,21.62284185737488,.2587260207045778
2433,2019,0,.0144718088688052,22.89858368404327,.3870485787514532
2433,2020,0,.004657798417812,22.92901605787059,.4027761825223018
2434,2019,0,.0382621578428603,23.11218706281142,.4280607586295201
2434,2020,0,.0582450641791231,23.1726196739073,.422465610999631
2435,2019,0,-.0603790243293832,22.74273124444726,.3134044101795585
2435,2020,0,.0438079830320887,22.68966338494794,.285268622869229
2436,2019,0,.0683598370734715,22.37211927755996,.4296464834419311
2436,2020,0,.0992077010174268,22.54196188569086,.419397623500595
2437,2019,0,-.3647243458113711,22.58074746035917,.7520907888935556
2437,2020,0,.1282279870231059,22.23096127952984,.5720104948951663
2438,2019,0,.0569871067409106,21.93476019348554,.4133507751886134
2438,2020,0,.0687853229617704,22.00150333205978,.3978210105933315
2439,2019,0,.1074016322730088,22.65422984975931,.3666371899779791
2439,2020,0,.1078654395163707,22.84750845834233,.2830404441063737
2440,2019,0,.1437632623635575,23.11301105809683,.1756794436334015
2440,2020,0,.0810700195716,23.15285114951572,.1773911352625725
2441,2019,0,.0566374836789624,22.40317787183098,.2631117908060112
2441,2020,0,.0587619865432827,22.55708986393397,.3417871986541229
2442,2019,0,.0085097514401742,21.70252679770672,.5353167629412304
2442,2020,0,.040804900948535,21.64636440500348,.4777061115938472
2443,2019,0,.0936915949730869,22.03437727879119,.2991196125849722
2443,2020,0,.1744942241816808,22.11993963067878,.2446022615461257
2444,2019,0,.0939103517681972,23.13313448587829,.3158378953031274
2444,2020,0,.110560422890266,23.33903838549857,.3392633297322943
2445,2019,0,-.3647243458113711,21.78186456599353,.9329972810258426
2445,2020,1,.2367621533639013,21.43797827097862,.2347356394000399
2446,2019,0,-.1715962111101735,22.22839891209591,.3763799872106077
2446,2020,0,.0346140278055856,22.0819383463311,.2158216148074583
2447,2019,0,-.3647243458113711,20.41308598850025,.2347351244416411
2447,2020,0,-.0750868808523171,20.35849838723228,.5177724039168863
2448,2019,0,.0170746059575107,22.15382194538712,.3579992411110515
2448,2020,0,.034893430860515,22.32780682753202,.4075477659761305
2449,2019,1,.0726231115453005,22.61524042914728,.4500504686612945
